name,level,score,customer_id,analysis_id,skill_type
Leadership,Advanced,,79,1764509346202,soft_skills
Coordinating Ability,Advanced,,79,1764509346202,soft_skills
Time Management,Advanced,,79,1764509346202,soft_skills
Teamwork,Advanced,,79,1764509346202,soft_skills
Communication,Advanced,,79,1764509346202,soft_skills
Tutoring,Intermediate,,79,1764509346202,soft_skills
Presentation,Intermediate,,79,1764509346202,soft_skills
Stakeholder engagement,Advanced,,80,1764559473987,soft_skills
Analytical storytelling,Advanced,,80,1764559473987,soft_skills
Communication,Advanced,,80,1764559473987,soft_skills
Leadership,Intermediate,,80,1764559473987,soft_skills
Business analysis,Advanced,,80,1764559473987,soft_skills
Communication,Advanced,,81,1764734604345,soft_skills
Collaboration,Advanced,,81,1764734604345,soft_skills
Team Leadership,Advanced,,82,1765039382163,soft_skills
Strategy,Intermediate,,82,1765039382163,soft_skills
Event Planning,Intermediate,,82,1765039382163,soft_skills
Self-management,Advanced,,83,1765164693926,soft_skills
Team-work,Advanced,,83,1765164693926,soft_skills
Public speaking,Intermediate,,83,1765164693926,soft_skills
Presenting,Intermediate,,83,1765164693926,soft_skills
Critical thinking,Advanced,,83,1765164693926,soft_skills
Team collaboration,Advanced,,84,1765197036664,soft_skills
Time management,Advanced,,84,1765197036664,soft_skills
Communication,Advanced,,84,1765197036664,soft_skills
Multitasking under pressure,Advanced,,84,1765197036664,soft_skills
Teamwork,Advanced,,85,1765288018811,soft_skills
Problem solving,Advanced,,85,1765288018811,soft_skills
Debate,Intermediate,,85,1765288018811,soft_skills
English,Advanced,,85,1765288018811,soft_skills
Vietnamese,Expert,,85,1765288018811,soft_skills
Teamwork,Advanced,,86,1765333821773,soft_skills
Problem solving,Advanced,,86,1765333821773,soft_skills
Debate,Intermediate,,86,1765333821773,soft_skills
Communication,Advanced,,86,1765333821773,soft_skills
Leadership,Advanced,,87,1765334157642,soft_skills
Team coordination,Intermediate,,87,1765334157642,soft_skills
Conflict resolution,Intermediate,,87,1765334157642,soft_skills
Customer Service,Advanced,,87,1765334157642,soft_skills
Leadership,Advanced,,87,1765334219713,soft_skills
Team Coordination,Advanced,,87,1765334219713,soft_skills
Conflict Resolution,Intermediate,,87,1765334219713,soft_skills
Customer Service,Advanced,,87,1765334219713,soft_skills
English Communication,Intermediate,,87,1765334219713,soft_skills
Leadership & Management,Advanced,,87,1765334240405,soft_skills
Customer Service,Advanced,,87,1765334240405,soft_skills
Conflict Resolution,Intermediate,,87,1765334240405,soft_skills
Service & Sales,Intermediate,,87,1765334240405,soft_skills
Leadership,Advanced,,87,1765334277646,soft_skills
Team Coordination,Advanced,,87,1765334277646,soft_skills
Conflict Resolution,Intermediate,,87,1765334277646,soft_skills
Customer Service,Advanced,,87,1765334277646,soft_skills
Communication,Advanced,,87,1765334277646,soft_skills
Leadership,Advanced,,87,1765334312223,soft_skills
Team Coordination,Advanced,,87,1765334312223,soft_skills
Conflict Resolution,Intermediate,,87,1765334312223,soft_skills
Customer Service,Advanced,,87,1765334312223,soft_skills
Personal Development,Intermediate,,88,1765337136110,soft_skills
Time Management,Advanced,,88,1765337136110,soft_skills
Teamwork,Intermediate,,89,1765363852351,soft_skills
Problem-solving,Intermediate,,89,1765363852351,soft_skills
Time management,Intermediate,,89,1765363852351,soft_skills
Communication skills,Intermediate,,89,1765363852351,soft_skills
Communication skills,Advanced,,89,1765363945818,soft_skills
Teamwork,Advanced,,89,1765363945818,soft_skills
Problem-solving,Intermediate,,89,1765363945818,soft_skills
Time management,Intermediate,,89,1765363945818,soft_skills
Leadership,Expert,,7,1765522676643,soft_skills
Communication,Advanced,,7,1765522676643,soft_skills
Analytical thinking,Advanced,,7,1765522676643,soft_skills
Troubleshooting,Advanced,,7,1765522676643,soft_skills
Leadership,Advanced,,7,1765523103953,soft_skills
Communication,Advanced,,7,1765523103953,soft_skills
Analytical Thinking,Advanced,,7,1765523103953,soft_skills
Problem-solving,Expert,,90,1765535838080,soft_skills
Analytical Thinking,Expert,,90,1765535838080,soft_skills
Communication,Advanced,,90,1765535838080,soft_skills
Adaptability,Advanced,,90,1765535838080,soft_skills
Leadership,Expert,,91,1765768078889,soft_skills
Client Relationship Management,Expert,,91,1765768078889,soft_skills
Strategic Planning,Advanced,,91,1765768078889,soft_skills
Collaboration,Advanced,,91,1765768078889,soft_skills
Leadership,Expert,,91,1765768130387,soft_skills
Strategic Planning,Expert,,91,1765768130387,soft_skills
Communication,Advanced,,91,1765768130387,soft_skills
Client Relationship,Advanced,,91,1765768130387,soft_skills
Team Management,Expert,,91,1765768130387,soft_skills
Leadership,Expert,,91,1765768207678,soft_skills
Strategic Planning,Expert,,91,1765768207678,soft_skills
Client Relationship Management,Advanced,,91,1765768207678,soft_skills
Communication,Expert,,91,1765768207678,soft_skills
Team Collaboration,Advanced,,91,1765768207678,soft_skills
Leadership,Advanced,,91,1765768605656,soft_skills
Strategic Planning,Expert,,91,1765768605656,soft_skills
Client Relationship,Expert,,91,1765768605656,soft_skills
Communication,Expert,,91,1765768605656,soft_skills
Negotiation,Advanced,,91,1765768605656,soft_skills
Leadership,Expert,,91,1765780343020,soft_skills
Stakeholder Management,Expert,,91,1765780343020,soft_skills
Consulting & Coaching,Advanced,,91,1765780343020,soft_skills
Public Speaking,Advanced,,91,1765780343020,soft_skills
Collaboration,Advanced,,92,1765809579263,soft_skills
Problem-solving,Advanced,,92,1765809579263,soft_skills
Detail-oriented,Advanced,,92,1765809579263,soft_skills
Adaptability,Advanced,,92,1765809579263,soft_skills
Mentoring,Advanced,,92,1765809579263,soft_skills
Debugging,Advanced,,92,1765811507838,soft_skills
Collaboration,Advanced,,92,1765811507838,soft_skills
Mentoring,Advanced,,92,1765811507838,soft_skills
Problem-solving,Advanced,,92,1765811507838,soft_skills
Adaptability,Advanced,,92,1765811507838,soft_skills
Leadership,Advanced,,7,1765875551379,soft_skills
Communication,Advanced,,7,1765875551379,soft_skills
Analysis & Optimization,Advanced,,7,1765875551379,soft_skills
Problem-solving,Advanced,,93,1765876212765,soft_skills
Communication,Advanced,,93,1765876212765,soft_skills
Team coordination,Advanced,,93,1765876212765,soft_skills
Mentoring,Advanced,,93,1765876212765,soft_skills
Communication,Advanced,,25,1765877317442,soft_skills
Teamwork,Advanced,,25,1765877317442,soft_skills
Adaptability,Advanced,,25,1765877317442,soft_skills
Leadership,Intermediate,,25,1765877317442,soft_skills
Teamwork,Advanced,,25,1765877375294,soft_skills
Communication,Advanced,,25,1765877375294,soft_skills
Adaptability,Intermediate,,25,1765877375294,soft_skills
Public Speaking and Team Coordination,Intermediate,,58,1765985962026,soft_skills
Event Planning and Promotion,Intermediate,,58,1765985962026,soft_skills
Administrative Support & Communication,Intermediate,,58,1765985962026,soft_skills
Bilingual Communication,Advanced,,58,1765985962026,soft_skills
Agile collaboration,Advanced,,94,1766384952415,soft_skills
Agile/Scrum methodologies,Intermediate,,28,1766970122432,soft_skills
Analytical thinking,Advanced,,28,1766970122432,soft_skills
Attention to detail,Advanced,,28,1766970122432,soft_skills
Communication,Intermediate,,28,1766970122432,soft_skills
Collaboration,Intermediate,,28,1766970122432,soft_skills
Agile/Scrum,Advanced,,28,1766970472090,soft_skills
Test Planning,Advanced,,28,1766970472090,soft_skills
Cross-functional Communication,Intermediate,,28,1766970472090,soft_skills
Agile/Scrum,Advanced,,28,1766970531512,soft_skills
Test planning,Advanced,,28,1766970531512,soft_skills
Requirement analysis,Advanced,,28,1766970531512,soft_skills
Bug tracking,Advanced,,28,1766970531512,soft_skills
Continuous improvement,Advanced,,28,1766970531512,soft_skills
Cross-functional collaboration,Advanced,,28,1766970531512,soft_skills
Collaboration,Advanced,,28,1766970593003,soft_skills
Communication,Advanced,,28,1766970593003,soft_skills
Analytical Thinking,Advanced,,28,1766970593003,soft_skills
Test leadership,Expert,,95,1766985315025,soft_skills
Work under pressure,Expert,,95,1766985315025,soft_skills
Prioritization,Expert,,95,1766985315025,soft_skills
Communication,Advanced,,95,1766985315025,soft_skills
Adaptability,Advanced,,95,1766985315025,soft_skills
English proficiency,Intermediate,,95,1766985315025,soft_skills
Analytical thinking,Advanced,,96,1767077621872,soft_skills
Teamwork,Advanced,,96,1767077621872,soft_skills
Adaptability,Advanced,,96,1767077621872,soft_skills
Communication,Advanced,,96,1767077621872,soft_skills
Written communication,Advanced,,96,1767611915426,soft_skills
Verbal communication,Intermediate,,96,1767611915426,soft_skills
Analytical thinking,Advanced,,96,1767611915426,soft_skills
Teamwork,Advanced,,96,1767611915426,soft_skills
Adaptability,Advanced,,96,1767611915426,soft_skills
Problem Solving,Advanced,,97,1767670162545,soft_skills
Fast Learning,Advanced,,97,1767670162545,soft_skills
Critical Thinking,Advanced,,97,1767670162545,soft_skills
Communication,Advanced,,97,1767670162545,soft_skills
Work under pressure,Advanced,,97,1767670162545,soft_skills
UI/UX,Advanced,,97,1767670162545,soft_skills
Agile Project Management,Expert,,97,1767670162545,soft_skills
Attention to detail,Advanced,,98,1768204749541,soft_skills
Teamwork ability,Advanced,,98,1768204749541,soft_skills
Fast learning,Intermediate,,98,1768204749541,soft_skills
Responsible,Advanced,,98,1768204749541,soft_skills
Testing methodology knowledge,Advanced,,98,1768204749541,soft_skills
Communication,Advanced,,99,1768205001846,soft_skills
Leadership,Intermediate,,99,1768205001846,soft_skills
Teamwork,Intermediate,,99,1768205001846,soft_skills
Communication,Advanced,,100,1768205136192,soft_skills
Teamwork,Advanced,,100,1768205136192,soft_skills
Detail-oriented,Advanced,,100,1768205136192,soft_skills
Analytical Thinking,Advanced,,100,1768205136192,soft_skills
Effective Communication,Advanced,,101,1768225185605,soft_skills
Problem Solving,Advanced,,101,1768225185605,soft_skills
Collaboration with Cross-functional Teams,Advanced,,101,1768225185605,soft_skills
Attention to Detail,Advanced,,101,1768225185605,soft_skills
Leadership,Advanced,,79,1768225331102,soft_skills
Coordinating Ability,Advanced,,79,1768225331102,soft_skills
Time Management,Advanced,,79,1768225331102,soft_skills
Teamwork,Advanced,,79,1768225331102,soft_skills
Communication,Advanced,,79,1768225331102,soft_skills
Tutoring,Intermediate,,79,1768225331102,soft_skills
Presentation,Intermediate,,79,1768225331102,soft_skills
Collaboration,Advanced,,102,1768227890059,soft_skills
Communication,Advanced,,102,1768227890059,soft_skills
Attention to Detail,Advanced,,102,1768227890059,soft_skills
Documentation,Advanced,,102,1768227890059,soft_skills
Requirement Analysis,Advanced,,102,1768227890059,soft_skills
Problem-solving,Expert,,20,1768227956938,soft_skills
Team Leadership,Expert,,20,1768227956938,soft_skills
Agile Methodologies,Advanced,,20,1768227956938,soft_skills
Cross-functional Collaboration,Advanced,,20,1768227956938,soft_skills
Mentoring,Advanced,,20,1768227956938,soft_skills
Team Collaboration,Advanced,,102,1768228010447,soft_skills
Communication,Advanced,,102,1768228010447,soft_skills
Analysis,Advanced,,102,1768228010447,soft_skills
Documentation,Advanced,,102,1768228010447,soft_skills
Teamwork,Advanced,,103,1768294188793,soft_skills
Communication,Advanced,,103,1768294188793,soft_skills
Attention to detail,Advanced,,103,1768294188793,soft_skills
Communication,Advanced,,104,1768300856822,soft_skills
Teamwork,Advanced,,104,1768300856822,soft_skills
Analytical Thinking,Advanced,,104,1768300856822,soft_skills
Attention to Detail,Advanced,,104,1768300856822,soft_skills
Leadership,Expert,,105,1768300934765,soft_skills
Communication,Advanced,,105,1768300934765,soft_skills
Problem Solving,Advanced,,105,1768300934765,soft_skills
Planning,Advanced,,105,1768300934765,soft_skills
Critical Thinking,Advanced,,105,1768300934765,soft_skills
Communication,Advanced,,102,1768301145125,soft_skills
Teamwork,Advanced,,102,1768301145125,soft_skills
Analytical Thinking,Intermediate,,102,1768301145125,soft_skills
Attention to Detail,Advanced,,102,1768301145125,soft_skills
Effective Communication,Advanced,,101,1768301227240,soft_skills
Problem Solving,Advanced,,101,1768301227240,soft_skills
Collaboration with Cross-functional Teams,Advanced,,101,1768301227240,soft_skills
Attention to Detail,Advanced,,101,1768301227240,soft_skills
Analytical thinking,Advanced,,96,1768301289342,soft_skills
Teamwork,Intermediate,,96,1768301289342,soft_skills
Adaptability,Intermediate,,96,1768301289342,soft_skills
Written communication,Intermediate,,96,1768301289342,soft_skills
Teamwork,Advanced,,102,1768301330793,soft_skills
Communication,Advanced,,102,1768301330793,soft_skills
Documentation,Advanced,,102,1768301330793,soft_skills
Analytical Thinking,Advanced,,102,1768301330793,soft_skills
Communication,Advanced,,102,1768310941998,soft_skills
Collaboration,Advanced,,102,1768310941998,soft_skills
Analytical Thinking,Advanced,,102,1768310941998,soft_skills
Requirement Analysis,Advanced,,102,1768310941998,soft_skills
Problem-solving,Expert,,90,1769052233511,soft_skills
Adaptability,Advanced,,90,1769052233511,soft_skills
Communication,Advanced,,90,1769052233511,soft_skills
Analytical thinking,Advanced,,106,1769064719543,soft_skills
Teamwork,Intermediate,,106,1769064719543,soft_skills
Adaptability,Intermediate,,106,1769064719543,soft_skills
Written communication,Intermediate,,106,1769064719543,soft_skills
Communication,Advanced,,107,1769157883790,soft_skills
Collaboration,Advanced,,107,1769157883790,soft_skills
Organizational,Intermediate,,107,1769157883790,soft_skills
Communication,Advanced,,108,1769166356912,soft_skills
Collaboration,Advanced,,108,1769166356912,soft_skills
Analytical Thinking,Advanced,,108,1769166356912,soft_skills
Attention to Detail,Advanced,,108,1769166356912,soft_skills
Communication,Advanced,,109,1769169310641,soft_skills
Teamwork,Advanced,,109,1769169310641,soft_skills
Attention to Detail,Advanced,,109,1769169310641,soft_skills
Collaboration,Advanced,,109,1769169310641,soft_skills
Logical thinking,Expert,,93,1769472937543,soft_skills
Problem-solving,Expert,,93,1769472937543,soft_skills
Team collaboration,Advanced,,93,1769472937543,soft_skills
Mentoring,Advanced,,93,1769472937543,soft_skills
Analytical thinking,Expert,,90,1769496132126,soft_skills
Problem-solving,Expert,,90,1769496132126,soft_skills
Adaptability,Advanced,,90,1769496132126,soft_skills
Communication,Advanced,,90,1769496132126,soft_skills
Research,Advanced,,90,1769496132126,soft_skills
Analytical Thinking,Advanced,,10,1769661675068,soft_skills
Communication,Advanced,,10,1769661675068,soft_skills
Attention to Detail,Intermediate,,10,1769661675068,soft_skills
Communication,Advanced,,100,1769743114981,soft_skills
Team collaboration,Advanced,,100,1769743114981,soft_skills
Problem-solving,Advanced,,100,1769743114981,soft_skills
Collaboration,Advanced,,65,1769764151753,soft_skills
Mentorship,Intermediate,,65,1769764151753,soft_skills
Continuous learning,Advanced,,65,1769764151753,soft_skills
Problem-solving,Intermediate,,65,1769764151753,soft_skills
Team Collaboration,Advanced,,100,1770000367449,soft_skills
Communication,Advanced,,100,1770000367449,soft_skills
Analytical Thinking,Advanced,,100,1770000367449,soft_skills
Leadership,Expert,,110,1770480528604,soft_skills
Analytical Thinking,Advanced,,110,1770480528604,soft_skills
Accountability,Advanced,,110,1770480528604,soft_skills
Stakeholder Management,Advanced,,110,1770480528604,soft_skills
Adaptability,Intermediate,,110,1770480528604,soft_skills
Problem Solving,Advanced,,111,1770645524167,soft_skills
Stakeholder Communication,Advanced,,111,1770645524167,soft_skills
Adaptability,Intermediate,,111,1770645524167,soft_skills
Customer Success Focus,Intermediate,,111,1770645524167,soft_skills
Data-Driven & Customer Success Focus,Advanced,,111,1770645573729,soft_skills
Problem Solving,Advanced,,111,1770645573729,soft_skills
Stakeholder Communication,Advanced,,111,1770645573729,soft_skills
Adaptability,Advanced,,111,1770645573729,soft_skills
Team leadership & mentoring,Expert,,112,1771904249832,soft_skills
Cross-functional collaboration,Expert,,112,1771904249832,soft_skills
Agile / Scrum delivery,Advanced,,112,1771904249832,soft_skills
Communication,Advanced,,112,1771904249832,soft_skills
Flutter,Advanced,85.0,1,1759998111377,technical_skills
Dart,Advanced,80.0,1,1759998111377,technical_skills
Swift,Intermediate,60.0,1,1759998111377,technical_skills
Kotlin,Intermediate,60.0,1,1759998111377,technical_skills
Provider,Intermediate,65.0,1,1759998111377,technical_skills
BLoC,Intermediate,65.0,1,1759998111377,technical_skills
Riverpod,Intermediate,65.0,1,1759998111377,technical_skills
Android Studio,Intermediate,70.0,1,1759998111377,technical_skills
VS Code,Intermediate,70.0,1,1759998111377,technical_skills
Xcode,Intermediate,65.0,1,1759998111377,technical_skills
Git,Advanced,75.0,1,1759998111377,technical_skills
Firebase,Intermediate,70.0,1,1759998111377,technical_skills
SQLite,Intermediate,60.0,1,1759998111377,technical_skills
RESTful APIs,Intermediate,70.0,1,1759998111377,technical_skills
JSON,Intermediate,70.0,1,1759998111377,technical_skills
Agile/Scrum,Intermediate,65.0,1,1759998111377,technical_skills
ERP System Evaluation,Advanced,85.0,2,1759998769335,technical_skills
SQL,Advanced,80.0,2,1759998769335,technical_skills
Power BI,Advanced,85.0,2,1759998769335,technical_skills
Odoo,Advanced,88.0,2,1759998769335,technical_skills
Data Analysis,Advanced,90.0,2,1759998769335,technical_skills
HTML/CSS,Intermediate,70.0,2,1759998769335,technical_skills
Javascript,Intermediate,65.0,2,1759998769335,technical_skills
Python,Intermediate,60.0,2,1759998769335,technical_skills
Python,Advanced,85.0,3,1759999340602,technical_skills
Matlab,Advanced,80.0,3,1759999340602,technical_skills
Numpy,Intermediate,75.0,3,1759999340602,technical_skills
Pandas,Intermediate,75.0,3,1759999340602,technical_skills
TensorFlow,Intermediate,70.0,3,1759999340602,technical_skills
Figma,Intermediate,70.0,3,1759999340602,technical_skills
React.js,Intermediate,70.0,3,1759999340602,technical_skills
Linux (Ubuntu),Intermediate,65.0,3,1759999340602,technical_skills
"Microsoft Office (Excel, Word, PowerPoint)",Advanced,85.0,4,1760001071242,technical_skills
"Agile Project Management tools (Monday, Trello, Jira)",Intermediate,75.0,4,1760001071242,technical_skills
Design & Clip Creation software,Intermediate,70.0,4,1760001071242,technical_skills
No-Code App: Glide App,Beginner,60.0,4,1760001071242,technical_skills
"Microsoft Office: Excel, Word, PowerPoint",Advanced,80.0,4,1760001127938,technical_skills
"Agile Project Management tools: Monday, Trello, Jira Atlassian",Intermediate,70.0,4,1760001127938,technical_skills
Design and Clip Creation software,Beginner,50.0,4,1760001127938,technical_skills
No Code App: Glide App,Beginner,50.0,4,1760001127938,technical_skills
Apache Spark,Advanced,90.0,5,1760001497602,technical_skills
Hadoop,Intermediate,70.0,5,1760001497602,technical_skills
Kafka,Intermediate,70.0,5,1760001497602,technical_skills
Airflow,Advanced,85.0,5,1760001497602,technical_skills
Talend,Intermediate,65.0,5,1760001497602,technical_skills
Amazon Redshift,Advanced,85.0,5,1760001497602,technical_skills
Google BigQuery,Intermediate,70.0,5,1760001497602,technical_skills
Snowflake,Intermediate,70.0,5,1760001497602,technical_skills
Python,Advanced,85.0,5,1760001497602,technical_skills
Scala,Intermediate,70.0,5,1760001497602,technical_skills
Java,Intermediate,70.0,5,1760001497602,technical_skills
SQL,Advanced,85.0,5,1760001497602,technical_skills
AWS,Advanced,85.0,5,1760001497602,technical_skills
GCP,Intermediate,70.0,5,1760001497602,technical_skills
Azure,Intermediate,70.0,5,1760001497602,technical_skills
PostgreSQL,Advanced,80.0,5,1760001497602,technical_skills
MySQL,Advanced,80.0,5,1760001497602,technical_skills
MongoDB,Intermediate,70.0,5,1760001497602,technical_skills
Cassandra,Intermediate,70.0,5,1760001497602,technical_skills
Docker,Intermediate,75.0,5,1760001497602,technical_skills
Git,Advanced,80.0,5,1760001497602,technical_skills
Jenkins,Intermediate,75.0,5,1760001497602,technical_skills
MS Intune Entra ID & Autopilot,Advanced,85.0,6,1760001471313,technical_skills
Jamf/Airwatch MDM,Intermediate,70.0,6,1760001471313,technical_skills
SOE Win 10/11 Deployments,Advanced,80.0,6,1760001471313,technical_skills
Microsoft Exchange Admin,Intermediate,75.0,6,1760001471313,technical_skills
Basic Network Troubleshooting,Advanced,80.0,6,1760001471313,technical_skills
Windows Server 2023/2025,Intermediate,70.0,6,1760001471313,technical_skills
"Citrix, VMware, Sentinel One",Intermediate,65.0,6,1760001471313,technical_skills
Webex Administration & Bomgar,Intermediate,65.0,6,1760001471313,technical_skills
Windows Desktop Environment,Expert,90.0,6,1760001471313,technical_skills
Active Directory Administration,Advanced,85.0,6,1760001471313,technical_skills
SCCM/MECM deployments,Advanced,80.0,6,1760001471313,technical_skills
ITSM Ticketing Tools (Freshworks),Intermediate,70.0,6,1760001471313,technical_skills
Python,Advanced,80.0,3,1760001555963,technical_skills
Matlab,Advanced,75.0,3,1760001555963,technical_skills
NumPy,Intermediate,65.0,3,1760001555963,technical_skills
Pandas,Intermediate,65.0,3,1760001555963,technical_skills
TensorFlow,Advanced,70.0,3,1760001555963,technical_skills
Figma,Intermediate,60.0,3,1760001555963,technical_skills
React.js,Intermediate,60.0,3,1760001555963,technical_skills
Linux (Ubuntu),Intermediate,55.0,3,1760001555963,technical_skills
Selenium,Expert,90.0,7,1760002994028,technical_skills
Playwright,Intermediate,70.0,7,1760002994028,technical_skills
Appium,Advanced,80.0,7,1760002994028,technical_skills
TestNG,Advanced,80.0,7,1760002994028,technical_skills
JUnit,Advanced,80.0,7,1760002994028,technical_skills
Python,Advanced,80.0,7,1760002994028,technical_skills
Jenkins,Advanced,85.0,7,1760002994028,technical_skills
GitLab CI,Intermediate,70.0,7,1760002994028,technical_skills
GitHub Actions,Intermediate,70.0,7,1760002994028,technical_skills
Jira,Expert,90.0,7,1760002994028,technical_skills
TestRail,Advanced,80.0,7,1760002994028,technical_skills
Zephyr,Advanced,80.0,7,1760002994028,technical_skills
Testlink,Intermediate,70.0,7,1760002994028,technical_skills
MTM server,Beginner,50.0,7,1760002994028,technical_skills
Git,Advanced,85.0,7,1760002994028,technical_skills
GitHub,Intermediate,70.0,7,1760002994028,technical_skills
GitLab,Intermediate,70.0,7,1760002994028,technical_skills
Postman,Intermediate,70.0,7,1760002994028,technical_skills
SoapUI,Intermediate,70.0,7,1760002994028,technical_skills
SQL,Intermediate,70.0,7,1760002994028,technical_skills
MySQL,Intermediate,70.0,7,1760002994028,technical_skills
Oracle,Intermediate,70.0,7,1760002994028,technical_skills
PostgreSQL,Intermediate,70.0,7,1760002994028,technical_skills
Functional Testing,Expert,90.0,7,1760002994028,technical_skills
Regression Testing,Expert,90.0,7,1760002994028,technical_skills
Exploratory Testing,Expert,90.0,7,1760002994028,technical_skills
Usability Testing,Expert,90.0,7,1760002994028,technical_skills
Agile/Scrum,Advanced,85.0,7,1760002994028,technical_skills
SDLC,Advanced,85.0,7,1760002994028,technical_skills
STLC,Advanced,85.0,7,1760002994028,technical_skills
Marketing Strategy,Expert,90.0,8,1760007201087,technical_skills
Market Research,Advanced,75.0,8,1760007201087,technical_skills
Budget Management,Advanced,75.0,8,1760007201087,technical_skills
OKR Design,Intermediate,60.0,9,1760007290148,technical_skills
Budget Management,Advanced,75.0,9,1760007290148,technical_skills
CRM Strategy,Advanced,75.0,9,1760007290148,technical_skills
Digital Marketing,Expert,90.0,9,1760007290148,technical_skills
Product Roadmapping,Intermediate,60.0,9,1760007290148,technical_skills
Manual Testing,Expert,90.0,10,1760010233087,technical_skills
"Automated Testing (Selenium, TestNG, JUnit)",Advanced,80.0,10,1760010233087,technical_skills
"API Testing (Postman, REST Assured)",Advanced,80.0,10,1760010233087,technical_skills
"Test Management Tools (Jira, TestRail)",Advanced,75.0,10,1760010233087,technical_skills
"Version Control (Git, GitHub)",Intermediate,65.0,10,1760010233087,technical_skills
CI/CD (Jenkins),Intermediate,60.0,10,1760010233087,technical_skills
"Databases (MySQL, MongoDB)",Intermediate,60.0,10,1760010233087,technical_skills
Agile/Scrum Methodologies,Advanced,80.0,10,1760010233087,technical_skills
NIST SP 800-88,Advanced,80.0,11,1760011356037,technical_skills
NIST 800-171,Advanced,75.0,11,1760011356037,technical_skills
NIST Cyber Security Framework,Advanced,75.0,11,1760011356037,technical_skills
Firewall configuration,Advanced,80.0,11,1760011356037,technical_skills
VPN Security,Advanced,80.0,11,1760011356037,technical_skills
IDS/IPS,Advanced,80.0,11,1760011356037,technical_skills
PKI,Expert,90.0,11,1760011356037,technical_skills
Multi-Factor Authentication,Advanced,80.0,11,1760011356037,technical_skills
PowerShell,Advanced,80.0,11,1760011356037,technical_skills
SolarWinds Suite,Intermediate,70.0,11,1760011356037,technical_skills
VMware,Advanced,80.0,11,1760011356037,technical_skills
Hyper-V,Advanced,80.0,11,1760011356037,technical_skills
Active Directory,Advanced,80.0,11,1760011356037,technical_skills
Azure AD,Intermediate,70.0,11,1760011356037,technical_skills
Office 365,Intermediate,70.0,11,1760011356037,technical_skills
Exchange,Advanced,80.0,11,1760011356037,technical_skills
AWS,Intermediate,70.0,11,1760011356037,technical_skills
Google Cloud Platform,Intermediate,70.0,11,1760011356037,technical_skills
Marketing Strategy,Expert,90.0,12,1760015558385,technical_skills
Market Research,Advanced,75.0,12,1760015558385,technical_skills
Budget Management,Advanced,75.0,12,1760015558385,technical_skills
Marketing Strategy,Expert,90.0,12,1760015600287,technical_skills
Market Research,Advanced,75.0,12,1760015600287,technical_skills
Budget Management,Advanced,75.0,12,1760015600287,technical_skills
Google G Suite,Intermediate,60.0,13,1760015656063,technical_skills
Analytics,Intermediate,65.0,13,1760015656063,technical_skills
Microsoft Excel,Intermediate,70.0,14,1760015916021,technical_skills
Microsoft Word,Advanced,80.0,14,1760015916021,technical_skills
PowerPoint,Advanced,80.0,14,1760015916021,technical_skills
Microsoft Word,Advanced,85.0,14,1760015976285,technical_skills
Microsoft Excel,Intermediate,75.0,14,1760015976285,technical_skills
Microsoft PowerPoint,Intermediate,75.0,14,1760015976285,technical_skills
Monday.com,Intermediate,60.0,16,1760084158935,technical_skills
Trello,Intermediate,60.0,16,1760084158935,technical_skills
MS Project,Intermediate,55.0,16,1760084158935,technical_skills
Jira,Intermediate,60.0,16,1760084158935,technical_skills
Excel,Advanced,75.0,16,1760084158935,technical_skills
Power BI,Intermediate,65.0,16,1760084158935,technical_skills
Zoho CRM,Intermediate,60.0,16,1760084158935,technical_skills
Apollo,Intermediate,60.0,16,1760084158935,technical_skills
Dropcontact,Intermediate,60.0,16,1760084158935,technical_skills
Zoho,Intermediate,70.0,16,1760084316257,technical_skills
Apollo,Intermediate,65.0,16,1760084316257,technical_skills
Dropcontact,Intermediate,65.0,16,1760084316257,technical_skills
Jira,Intermediate,75.0,16,1760084316257,technical_skills
Excel,Advanced,85.0,16,1760084316257,technical_skills
Power BI,Intermediate,75.0,16,1760084316257,technical_skills
Monday.com,Intermediate,75.0,16,1760084316257,technical_skills
Trello,Intermediate,75.0,16,1760084316257,technical_skills
MS Project,Beginner,60.0,16,1760084316257,technical_skills
Event Marketing,Advanced,85.0,17,1760256028351,technical_skills
Branding & PR,Advanced,85.0,17,1760256028351,technical_skills
Production,Intermediate,65.0,17,1760256028351,technical_skills
Copywriting & Story writing,Advanced,80.0,17,1760256028351,technical_skills
Strategic & Crisis management,Advanced,80.0,17,1760256028351,technical_skills
Creativity in Art,Intermediate,70.0,17,1760256028351,technical_skills
Data-Driven Decision Making,Advanced,80.0,18,1760426276249,technical_skills
Applying AI tools,Intermediate,60.0,18,1760426276249,technical_skills
JIRA,Expert,90.0,19,1760430218242,technical_skills
Confluence,Expert,90.0,19,1760430218242,technical_skills
MS Office Suite,Expert,90.0,19,1760430218242,technical_skills
"Agile (Scrum, Kanban)",Advanced,80.0,19,1760430218242,technical_skills
Waterfall,Intermediate,60.0,19,1760430218242,technical_skills
SDLC,Intermediate,60.0,19,1760430218242,technical_skills
Figma,Intermediate,60.0,19,1760430218242,technical_skills
Miro,Intermediate,60.0,19,1760430218242,technical_skills
MS Visio,Intermediate,60.0,19,1760430218242,technical_skills
Trello,Intermediate,60.0,19,1760430218242,technical_skills
SQL,Intermediate,60.0,19,1760430218242,technical_skills
API integration,Intermediate,60.0,19,1760430218242,technical_skills
